USB Serial Initialized
Ticks, Kd, Kp, V, Pr, Pm, T
1751, 0, 25, 0, 1206, 1206, 0
1752, 0, 25, 0, 1206, 1206, 0
1753, 0, 25, 0, 1206, 1206, 0
1754, 0, 25, 0, 1206, 1206, 0
1755, 0, 25, 0, 1206, 1206, 0
1756, 0, 25, 0, 1206, 1206, 0
1757, 0, 25, 0, 1206, 1206, 0
1758, 0, 25, 0, 1206, 1206, 0
1759, 0, 25, 0, 1206, 1206, 0
1760, 0, 25, 0, 1206, 1206, 0
1761, 0, 25, 0, 1206, 1206, 0
1762, 0, 25, 0, 1206, 1206, 0
1763, 0, 25, 0, 1206, 1206, 0
1764, 0, 25, 0, 1206, 1206, 0
1765, 0, 25, 0, 1206, 1206, 0
1766, 0, 25, 0, 1206, 1206, 0
1767, 0, 25, 0, 1206, 1206, 0


