USB Serial Initialized
Ticks, Kd, Kp, V, Pr, Pm, T
457, 0, 25, 0, 1, 2, 0
458, 0, 25, 0, 1, 2, -25
459, 0, 25, -1, 1, 0, -25
460, 0, 25, 0, 1, 0, 25
461, 0, 25, 0, 1, 0, 25
462, 0, 25, 1, 1, 1, 0
463, 0, 25, 0, 1, 2, 0
464, 0, 25, 0, 1, 2, -25
465, 0, 25, -1, 1, 0, -25
466, 0, 25, 0, 1, 0, 25
467, 0, 25, 0, 1, 0, 25
468, 0, 25, 0, 1, 1, 25
469, 0, 25, 0, 1, 2, 0
470, 0, 25, 0, 1, 2, -25
471, 0, 25, -1, 1, 0, -25
472, 0, 25, 0, 1, 0, 25
473, 0, 25, 0, 1, 0, 25
474, 0, 25, 1, 1, 1, 0
475, 0, 25, 0, 1, 2, 0
476, 0, 25, 0, 1, 2, -25
477, 0, 25, -2, 1, 0, -25
478, 0, 25, 0, 1, 0, 25
479, 0, 25, 0, 1, 0, 25
480, 0, 25, 0, 1, 1, 25
481, 0, 25, 0, 1, 2, 25
482, 0, 25, 0, 1, 2, -25
483, 0, 25, 0, 1, 2, -25
484, 0, 25, 0, 1, 2, -25
485, 0, 25, -2, 1, 0, -25
486, 0, 25, 0, 1, 0, 25
487, 0, 25, 0, 1, 0, 25
488, 0, 25, 0, 1, 1, 25
489, 0, 25, 0, 1, 2, 25
490, 0, 25, 0, 1, 2, -25
491, 0, 25, 0, 1, 2, -25
492, 0, 25, 0, 1, 2, -25
493, 0, 25, 0, 1, 0, -25
494, 0, 25, 0, 1, 0, 25
495, 0, 25, 0, 1, 0, 25
496, 0, 25, 1, 1, 1, 0
497, 0, 25, 0, 1, 2, 0
498, 0, 25, 0, 1, 2, -25
499, 0, 25, -1, 1, 0, -25
500, 0, 25, 0, 1, 0, 25
501, 0, 25, 0, 1, 0, 25
502, 0, 25, 1, 1, 1, 0
503, 0, 25, 0, 1, 2, 0
504, 0, 25, 0, 1, 2, -25
505, 0, 25, -1, 1, 0, -25
506, 0, 25, 0, 1, 0, 25
507, 0, 25, 0, 1, 0, 25
508, 0, 25, 0, 1, 0, 25
509, 0, 25, 0, 1, 2, 25
510, 0, 25, 0, 1, 2, -25
511, 0, 25, 0, 1, 2, -25
512, 0, 25, 0, 1, 2, -25
513, 0, 25, -1, 1, 0, -25
514, 0, 25, 0, 1, 0, 25
515, 0, 25, 0, 1, 0, 25
516, 0, 25, 0, 1, 0, 25
517, 0, 25, 0, 1, 2, 25
518, 0, 25, 0, 1, 2, -25
519, 0, 25, 0, 1, 2, -25
520, 0, 25, 0, 1, 2, -25
521, 0, 25, -1, 1, 0, -25
522, 0, 25, 0, 1, 0, 25
523, 0, 25, 0, 1, 0, 25
524, 0, 25, 0, 1, 1, 25
525, 0, 25, 0, 1, 2, 25
526, 0, 25, 0, 1, 2, -25
527, 0, 25, 0, 1, 2, -25
528, 0, 25, 0, 1, 2, -25
529, 0, 25, -2, 1, 0, -25
530, 0, 25, 0, 1, 0, 25
531, 0, 25, 0, 1, 0, 25
532, 0, 25, 0, 1, 1, 25
533, 0, 25, 0, 1, 2, 25
534, 0, 25, 0, 1, 2, -25
535, 0, 25, 0, 1, 2, -25
536, 0, 25, 0, 1, 2, -25
537, 0, 25, -2, 1, 0, -25
538, 0, 25, 0, 1, 0, 25
539, 0, 25, 0, 1, 0, 25
540, 0, 25, 1, 1, 1, 0
541, 0, 25, 0, 1, 2, 0
542, 0, 25, 0, 1, 2, -25
543, 0, 25, -1, 1, 0, -25
544, 0, 25, 0, 1, 0, 25
545, 0, 25, 0, 1, 0, 25
546, 0, 25, 0, 1, 1, 25
547, 0, 25, 0, 1, 2, 25
548, 0, 25, 0, 1, 2, -25
549, 0, 25, 0, 1, 2, -25
550, 0, 25, 0, 1, 2, -25
551, 0, 25, -1, 1, 0, -25
552, 0, 25, 0, 1, 0, 25
553, 0, 25, 0, 1, 0, 25
554, 0, 25, 1, 1, 1, 0
555, 0, 25, 0, 1, 2, 0
556, 0, 25, 0, 1, 2, -25
557, 0, 25, -2, 1, 0, -25
558, 0, 25, 0, 1, 0, 25
559, 0, 25, 0, 1, 0, 25
560, 0, 25, 1, 1, 1, 0
561, 0, 25, 0, 1, 2, 0
562, 0, 25, 0, 1, 2, -25
563, 0, 25, -1, 1, 0, -25
564, 0, 25, 0, 1, 0, 25
565, 0, 25, 0, 1, 0, 25
566, 0, 25, 0, 1, 1, 25
567, 0, 25, 0, 1, 2, 25
568, 0, 25, 0, 1, 2, -25
569, 0, 25, 0, 1, 2, -25
570, 0, 25, 0, 1, 2, -25
571, 0, 25, -2, 1, 0, -25
572, 0, 25, 0, 1, 0, 25
573, 0, 25, 0, 1, 0, 25
574, 0, 25, 0, 1, 0, 25
575, 0, 25, 0, 1, 2, 25
576, 0, 25, 0, 1, 2, -25
577, 0, 25, 0, 1, 2, -25
578, 0, 25, 0, 1, 2, -25
579, 0, 25, -2, 1, 0, -25
580, 0, 25, 0, 1, 0, -25
581, 0, 25, 0, 1, 0, 25
582, 0, 25, 0, 1, 0, 25
583, 0, 25, 1, 1, 2, 25
584, 0, 25, 0, 1, 2, -25
585, 0, 25, 0, 1, 2, -25
586, 0, 25, 0, 1, 2, -25
587, 0, 25, -1, 1, 0, -25
588, 0, 25, 0, 1, 0, 25
589, 0, 25, 0, 1, 0, 25
590, 0, 25, 0, 1, 0, 25
591, 0, 25, 1, 1, 2, 25
592, 0, 25, 0, 1, 2, -25
593, 0, 25, 0, 1, 2, -25
594, 0, 25, 0, 1, 2, -25
595, 0, 25, -1, 1, 0, -25
596, 0, 25, 0, 1, 0, 25
597, 0, 25, 0, 1, 0, 25
598, 0, 25, 0, 1, 0, 25
599, 0, 25, 1, 1, 2, 25
600, 0, 25, 0, 1, 2, -25
601, 0, 25, 0, 1, 2, -25
602, 0, 25, 0, 1, 2, -25
603, 0, 25, -1, 1, 0, -25
604, 0, 25, 0, 1, 0, 25
605, 0, 25, 0, 1, 0, 25
606, 0, 25, 0, 1, 0, 25
607, 0, 25, 1, 1, 2, 25
608, 0, 25, 0, 1, 2, -25
609, 0, 25, 0, 1, 2, -25
610, 0, 25, 0, 1, 2, -25


